Survived,Pclass,Sex,Age,Age_months,SibSp,Parch,Fare,Embarked,age_category,male,female,child,teenager,adult,senior,yes_survived,no_survived
0,3,0,27.0,324.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
0,3,1,32.0,384.0,1,1,15.5,2,2,0,1,0,0,1,0,1,0
0,2,0,23.0,276.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
0,1,0,58.0,696.0,0,2,113.275,1,2,1,0,0,0,1,0,1,0
1,1,0,50.0,600.0,2,0,133.65,0,2,1,0,0,0,1,0,0,1
0,3,0,40.0,480.0,0,0,7.225,1,2,1,0,0,0,1,0,1,0
0,1,0,47.0,564.0,0,0,25.5875,0,2,1,0,0,0,1,0,1,0
0,3,0,36.0,432.0,0,0,7.4958,0,2,1,0,0,0,1,0,1,0
1,3,0,20.0,240.0,1,0,7.925,0,2,1,0,0,0,1,0,0,1
0,2,0,32.0,384.0,2,0,73.5,0,2,1,0,0,0,1,0,1,0
0,2,0,25.0,300.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,7.775,0,2,1,0,0,0,1,0,1,0
0,3,0,43.0,516.0,0,0,8.05,0,2,1,0,0,0,1,0,1,0
1,1,1,35.0,420.0,1,0,52.0,0,2,0,1,0,0,1,0,0,1
1,2,1,40.0,480.0,1,1,39.0,0,2,0,1,0,0,1,0,0,1
0,1,0,31.0,372.0,1,0,52.0,0,2,1,0,0,0,1,0,1,0
0,2,0,70.0,840.0,0,0,10.5,0,3,1,0,0,0,0,1,1,0
1,2,0,31.0,372.0,0,0,13.0,0,2,1,0,0,0,1,0,0,1
0,2,0,31.0,372.0,0,0,0.0,0,2,1,0,0,0,1,0,1,0
0,3,0,18.0,216.0,0,0,7.775,0,2,1,0,0,0,1,0,1,0
0,3,0,24.5,294.0,0,0,8.05,0,2,1,0,0,0,1,0,1,0
1,3,1,18.0,216.0,0,0,9.8417,0,2,0,1,0,0,1,0,0,1
0,3,1,43.0,516.0,1,6,46.9,0,2,0,1,0,0,1,0,1,0
1,1,0,36.0,432.0,0,1,512.3292,1,2,1,0,0,0,1,0,0,1
0,3,1,22.0,264.0,0,0,8.1375,2,2,0,1,0,0,1,0,1,0
1,1,0,27.0,324.0,0,0,76.7292,1,2,1,0,0,0,1,0,0,1
0,3,0,20.0,240.0,0,0,9.225,0,2,1,0,0,0,1,0,1,0
0,3,0,14.0,168.0,5,2,46.9,0,1,1,0,0,1,0,0,1,0
0,2,0,60.0,720.0,1,1,39.0,0,3,1,0,0,0,0,1,1,0
0,2,0,25.0,300.0,1,2,41.5792,1,2,1,0,0,0,1,0,1,0
0,3,0,14.0,168.0,4,1,39.6875,0,1,1,0,0,1,0,0,1,0
0,3,0,19.0,228.0,0,0,10.1708,0,2,1,0,0,0,1,0,1,0
0,3,0,18.0,216.0,0,0,7.7958,0,2,1,0,0,0,1,0,1,0
1,1,1,15.0,180.0,0,1,211.3375,0,1,0,1,0,1,0,0,0,1
1,1,0,31.0,372.0,1,0,57.0,0,2,1,0,0,0,1,0,0,1
1,3,1,4.0,48.0,0,1,13.4167,1,0,0,1,1,0,0,0,0,1
1,3,0,27.0,324.0,0,0,56.4958,0,2,1,0,0,0,1,0,0,1
0,3,0,25.0,300.0,0,0,7.225,1,2,1,0,0,0,1,0,1,0
0,1,0,60.0,720.0,0,0,26.55,0,3,1,0,0,0,0,1,1,0
0,2,0,52.0,624.0,0,0,13.5,0,2,1,0,0,0,1,0,1,0
0,3,0,44.0,528.0,0,0,8.05,0,2,1,0,0,0,1,0,1,0
1,3,1,22.0,264.0,0,0,7.7333,2,2,0,1,0,0,1,0,0,1
0,1,0,49.0,588.0,1,1,110.8833,1,2,1,0,0,0,1,0,1,0
0,3,0,42.0,504.0,0,0,7.65,0,2,1,0,0,0,1,0,1,0
1,1,1,18.0,216.0,1,0,227.525,1,2,0,1,0,0,1,0,0,1
1,1,0,35.0,420.0,0,0,26.2875,0,2,1,0,0,0,1,0,0,1
0,3,1,18.0,216.0,0,1,14.4542,1,2,0,1,0,0,1,0,1,0
0,3,0,25.0,300.0,0,0,7.7417,2,2,1,0,0,0,1,0,1,0
0,3,0,26.0,312.0,1,0,7.8542,0,2,1,0,0,0,1,0,1,0
0,2,0,39.0,468.0,0,0,26.0,0,2,1,0,0,0,1,0,1,0
1,2,1,45.0,540.0,0,0,13.5,0,2,0,1,0,0,1,0,0,1
1,1,0,42.0,504.0,0,0,26.2875,0,2,1,0,0,0,1,0,0,1
1,1,1,22.0,264.0,0,0,151.55,0,2,0,1,0,0,1,0,0,1
1,3,0,27.0,324.0,1,1,15.2458,1,2,1,0,0,0,1,0,0,1
1,1,1,24.0,288.0,0,0,49.5042,1,2,0,1,0,0,1,0,0,1
0,1,0,41.0,492.0,0,0,26.55,0,2,1,0,0,0,1,0,1,0
1,1,0,48.0,576.0,1,0,52.0,0,2,1,0,0,0,1,0,0,1
0,3,0,29.0,348.0,0,0,9.4833,0,2,1,0,0,0,1,0,1,0
0,2,0,52.0,624.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
0,3,0,19.0,228.0,0,0,7.65,0,2,1,0,0,0,1,0,1,0
1,1,1,38.0,456.0,0,0,227.525,1,2,0,1,0,0,1,0,0,1
1,2,1,27.0,324.0,0,0,10.5,0,2,0,1,0,0,1,0,0,1
0,3,0,27.0,324.0,0,0,15.5,2,2,1,0,0,0,1,0,1,0
0,3,0,33.0,396.0,0,0,7.775,0,2,1,0,0,0,1,0,1,0
1,2,1,6.0,72.0,0,1,33.0,0,0,0,1,1,0,0,0,0,1
0,3,0,17.0,204.0,1,0,7.0542,0,1,1,0,0,1,0,0,1,0
0,2,0,34.0,408.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
0,2,0,50.0,600.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
1,1,0,27.0,324.0,1,0,53.1,0,2,1,0,0,0,1,0,0,1
0,3,0,20.0,240.0,0,0,8.6625,0,2,1,0,0,0,1,0,1,0
1,2,1,30.0,360.0,3,0,21.0,0,2,0,1,0,0,1,0,0,1
1,3,1,22.0,264.0,0,0,7.7375,2,2,0,1,0,0,1,0,0,1
0,2,0,25.0,300.0,1,0,26.0,0,2,1,0,0,0,1,0,1,0
0,3,1,25.0,300.0,1,0,7.925,0,2,0,1,0,0,1,0,1,0
1,1,1,29.0,348.0,0,0,211.3375,0,2,0,1,0,0,1,0,0,1
0,3,0,11.0,132.0,0,0,18.7875,1,0,1,0,1,0,0,0,1,0
0,2,0,31.0,372.0,0,0,0.0,0,2,1,0,0,0,1,0,1,0
0,2,0,23.0,276.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
0,2,0,23.0,276.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
0,3,0,28.5,342.0,0,0,16.1,0,2,1,0,0,0,1,0,1,0
0,3,1,48.0,576.0,1,3,34.375,0,2,0,1,0,0,1,0,1,0
1,1,0,35.0,420.0,0,0,512.3292,1,2,1,0,0,0,1,0,0,1
0,3,0,27.0,324.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
1,1,0,41.0,492.0,0,0,30.0,0,2,1,0,0,0,1,0,0,1
0,1,0,36.0,432.0,1,0,78.85,0,2,1,0,0,0,1,0,1,0
1,1,1,21.0,252.0,2,2,262.375,1,2,0,1,0,0,1,0,0,1
0,3,0,24.0,288.0,1,0,16.1,0,2,1,0,0,0,1,0,1,0
1,3,0,31.0,372.0,0,0,7.925,0,2,1,0,0,0,1,0,0,1
0,1,0,70.0,840.0,1,1,71.0,0,3,1,0,0,0,0,1,1,0
0,3,0,16.0,192.0,1,1,20.25,0,1,1,0,0,1,0,0,1,0
1,2,1,30.0,360.0,0,0,13.0,0,2,0,1,0,0,1,0,0,1
0,1,0,19.0,228.0,1,0,53.1,0,2,1,0,0,0,1,0,1,0
0,3,0,31.0,372.0,0,0,7.75,2,2,1,0,0,0,1,0,1,0
1,2,1,4.0,48.0,1,1,23.0,0,0,0,1,1,0,0,0,0,1
1,3,0,6.0,72.0,0,1,12.475,0,0,1,0,1,0,0,0,0,1
0,3,0,33.0,396.0,0,0,9.5,0,2,1,0,0,0,1,0,1,0
0,3,0,23.0,276.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
1,2,1,48.0,576.0,1,2,65.0,0,2,0,1,0,0,1,0,0,1
1,2,0,0.67,8.040000000000001,1,1,14.5,0,0,1,0,1,0,0,0,0,1
0,3,0,28.0,336.0,0,0,7.7958,0,2,1,0,0,0,1,0,1,0
0,2,0,18.0,216.0,0,0,11.5,0,2,1,0,0,0,1,0,1,0
0,3,0,34.0,408.0,0,0,8.05,0,2,1,0,0,0,1,0,1,0
1,1,1,33.0,396.0,0,0,86.5,0,2,0,1,0,0,1,0,0,1
0,3,0,27.0,324.0,0,0,14.5,0,2,1,0,0,0,1,0,1,0
0,3,0,41.0,492.0,0,0,7.125,0,2,1,0,0,0,1,0,1,0
1,3,0,20.0,240.0,0,0,7.2292,1,2,1,0,0,0,1,0,0,1
1,1,1,36.0,432.0,1,2,120.0,0,2,0,1,0,0,1,0,0,1
0,3,0,16.0,192.0,0,0,7.775,0,1,1,0,0,1,0,0,1,0
1,1,1,51.0,612.0,1,0,77.9583,0,2,0,1,0,0,1,0,0,1
0,1,0,41.0,492.0,0,0,39.6,1,2,1,0,0,0,1,0,1,0
0,3,1,30.5,366.0,0,0,7.75,2,2,0,1,0,0,1,0,1,0
0,3,0,27.0,324.0,1,0,24.15,2,2,1,0,0,0,1,0,1,0
0,3,0,32.0,384.0,0,0,8.3625,0,2,1,0,0,0,1,0,1,0
0,3,0,24.0,288.0,0,0,9.5,0,2,1,0,0,0,1,0,1,0
0,3,0,48.0,576.0,0,0,7.8542,0,2,1,0,0,0,1,0,1,0
0,2,1,57.0,684.0,0,0,10.5,0,2,0,1,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,7.225,1,2,1,0,0,0,1,0,1,0
1,2,1,54.0,648.0,1,3,23.0,0,2,0,1,0,0,1,0,0,1
0,3,0,18.0,216.0,0,0,7.75,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,7.75,2,2,1,0,0,0,1,0,1,0
1,3,1,5.0,60.0,0,0,12.475,0,0,0,1,1,0,0,0,0,1
0,3,0,27.0,324.0,0,0,7.7375,2,2,1,0,0,0,1,0,1,0
1,1,1,43.0,516.0,0,1,211.3375,0,2,0,1,0,0,1,0,0,1
1,3,1,13.0,156.0,0,0,7.2292,1,1,0,1,0,1,0,0,0,1
1,1,1,17.0,204.0,1,0,57.0,0,1,0,1,0,1,0,0,0,1
0,1,0,29.0,348.0,0,0,30.0,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,1,2,23.45,0,2,1,0,0,0,1,0,1,0
0,3,0,25.0,300.0,0,0,7.05,0,2,1,0,0,0,1,0,1,0
0,3,0,25.0,300.0,0,0,7.25,0,2,1,0,0,0,1,0,1,0
1,3,1,18.0,216.0,0,0,7.4958,0,2,0,1,0,0,1,0,0,1
0,3,0,8.0,96.0,4,1,29.125,2,0,1,0,1,0,0,0,1,0
1,3,0,1.0,12.0,1,2,20.575,0,0,1,0,1,0,0,0,0,1
0,1,0,46.0,552.0,0,0,79.2,1,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,7.75,2,2,1,0,0,0,1,0,1,0
0,2,0,16.0,192.0,0,0,26.0,0,1,1,0,0,1,0,0,1,0
0,3,1,22.0,264.0,8,2,69.55,0,2,0,1,0,0,1,0,1,0
0,1,0,41.0,492.0,0,0,30.6958,1,2,1,0,0,0,1,0,1,0
0,3,0,25.0,300.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
0,2,0,39.0,468.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
1,1,1,49.0,588.0,0,0,25.9292,0,2,0,1,0,0,1,0,0,1
1,3,1,31.0,372.0,0,0,8.6833,0,2,0,1,0,0,1,0,0,1
0,3,0,30.0,360.0,0,0,7.2292,1,2,1,0,0,0,1,0,1,0
0,3,1,30.0,360.0,1,1,24.15,0,2,0,1,0,0,1,0,1,0
0,2,0,34.0,408.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
1,2,1,31.0,372.0,1,1,26.25,0,2,0,1,0,0,1,0,0,1
1,1,0,11.0,132.0,1,2,120.0,0,0,1,0,1,0,0,0,0,1
1,3,0,0.42,5.04,0,1,8.5167,1,0,1,0,1,0,0,0,0,1
1,3,0,27.0,324.0,0,0,6.975,0,2,1,0,0,0,1,0,0,1
0,3,0,31.0,372.0,0,0,7.775,0,2,1,0,0,0,1,0,1,0
0,1,0,39.0,468.0,0,0,0.0,0,2,1,0,0,0,1,0,1,0
0,3,1,18.0,216.0,0,0,7.775,0,2,0,1,0,0,1,0,1,0
0,2,0,39.0,468.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
1,1,1,33.0,396.0,1,0,53.1,0,2,0,1,0,0,1,0,0,1
0,3,0,26.0,312.0,0,0,7.8875,0,2,1,0,0,0,1,0,1,0
0,3,0,39.0,468.0,0,0,24.15,0,2,1,0,0,0,1,0,1,0
0,2,0,35.0,420.0,0,0,10.5,0,2,1,0,0,0,1,0,1,0
0,3,1,6.0,72.0,4,2,31.275,0,0,0,1,1,0,0,0,1,0
0,3,0,30.5,366.0,0,0,8.05,0,2,1,0,0,0,1,0,1,0
0,1,0,41.0,492.0,0,0,0.0,0,2,1,0,0,0,1,0,1,0
0,3,1,23.0,276.0,0,0,7.925,0,2,0,1,0,0,1,0,1,0
0,2,0,31.0,372.0,1,1,37.0042,1,2,1,0,0,0,1,0,1,0
0,3,0,43.0,516.0,0,0,6.45,0,2,1,0,0,0,1,0,1,0
0,3,0,10.0,120.0,3,2,27.9,0,0,1,0,1,0,0,0,1,0
1,1,1,52.0,624.0,1,1,93.5,0,2,0,1,0,0,1,0,0,1
1,3,0,27.0,324.0,0,0,8.6625,0,2,1,0,0,0,1,0,0,1
0,1,0,38.0,456.0,0,0,0.0,0,2,1,0,0,0,1,0,1,0
1,3,1,27.0,324.0,0,1,12.475,0,2,0,1,0,0,1,0,0,1
0,3,0,2.0,24.0,4,1,39.6875,0,0,1,0,1,0,0,0,1,0
0,3,0,27.0,324.0,0,0,6.95,2,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,56.4958,0,2,1,0,0,0,1,0,1,0
1,2,0,1.0,12.0,0,2,37.0042,1,0,1,0,1,0,0,0,0,1
1,3,0,27.0,324.0,0,0,7.75,2,2,1,0,0,0,1,0,0,1
1,1,1,62.0,744.0,0,0,80.0,0,3,0,1,0,0,0,1,0,1
1,3,1,15.0,180.0,1,0,14.4542,1,1,0,1,0,1,0,0,0,1
1,2,0,0.83,9.959999999999999,1,1,18.75,0,0,1,0,1,0,0,0,0,1
0,3,0,27.0,324.0,0,0,7.2292,1,2,1,0,0,0,1,0,1,0
0,3,0,23.0,276.0,0,0,7.8542,0,2,1,0,0,0,1,0,1,0
0,3,0,18.0,216.0,0,0,8.3,0,2,1,0,0,0,1,0,1,0
1,1,1,39.0,468.0,1,1,83.1583,1,2,0,1,0,0,1,0,0,1
0,3,0,21.0,252.0,0,0,8.6625,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,8.05,0,2,1,0,0,0,1,0,1,0
1,3,0,32.0,384.0,0,0,56.4958,0,2,1,0,0,0,1,0,0,1
1,1,0,41.0,492.0,0,0,29.7,1,2,1,0,0,0,1,0,0,1
0,3,0,20.0,240.0,0,0,7.925,0,2,1,0,0,0,1,0,1,0
0,2,0,16.0,192.0,0,0,10.5,0,1,1,0,0,1,0,0,1,0
1,1,1,30.0,360.0,0,0,31.0,1,2,0,1,0,0,1,0,0,1
0,3,0,34.5,414.0,0,0,6.4375,1,2,1,0,0,0,1,0,1,0
0,3,0,17.0,204.0,0,0,8.6625,0,1,1,0,0,1,0,0,1,0
0,3,0,42.0,504.0,0,0,7.55,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,8,2,69.55,0,2,1,0,0,0,1,0,1,0
0,3,0,35.0,420.0,0,0,7.8958,1,2,1,0,0,0,1,0,1,0
0,2,0,28.0,336.0,0,1,33.0,0,2,1,0,0,0,1,0,1,0
1,1,1,35.0,420.0,1,0,89.1042,1,2,0,1,0,0,1,0,0,1
0,3,0,4.0,48.0,4,2,31.275,0,0,1,0,1,0,0,0,1,0
0,3,0,74.0,888.0,0,0,7.775,0,3,1,0,0,0,0,1,1,0
0,3,1,9.0,108.0,1,1,15.2458,1,0,0,1,1,0,0,0,1,0
1,1,1,16.0,192.0,0,1,39.4,0,1,0,1,0,1,0,0,0,1
0,2,1,44.0,528.0,1,0,26.0,0,2,0,1,0,0,1,0,1,0
1,3,1,18.0,216.0,0,1,9.35,0,2,0,1,0,0,1,0,0,1
1,1,1,45.0,540.0,1,1,164.8667,0,2,0,1,0,0,1,0,0,1
1,1,0,51.0,612.0,0,0,26.55,0,2,1,0,0,0,1,0,0,1
1,3,1,24.0,288.0,0,3,19.2583,1,2,0,1,0,0,1,0,0,1
0,3,0,27.0,324.0,0,0,7.2292,1,2,1,0,0,0,1,0,1,0
0,3,0,41.0,492.0,2,0,14.1083,0,2,1,0,0,0,1,0,1,0
0,2,0,21.0,252.0,1,0,11.5,0,2,1,0,0,0,1,0,1,0
1,1,1,48.0,576.0,0,0,25.9292,0,2,0,1,0,0,1,0,0,1
0,3,1,22.0,264.0,8,2,69.55,0,2,0,1,0,0,1,0,1,0
0,2,0,24.0,288.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
1,2,1,42.0,504.0,0,0,13.0,0,2,0,1,0,0,1,0,0,1
1,2,1,27.0,324.0,1,0,13.8583,1,2,0,1,0,0,1,0,0,1
0,1,0,31.0,372.0,0,0,50.4958,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,9.5,0,2,1,0,0,0,1,0,1,0
1,3,0,4.0,48.0,1,1,11.1333,0,0,1,0,1,0,0,0,0,1
0,3,0,26.0,312.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
1,1,1,47.0,564.0,1,1,52.5542,0,2,0,1,0,0,1,0,0,1
0,1,0,33.0,396.0,0,0,5.0,0,2,1,0,0,0,1,0,1,0
0,3,0,47.0,564.0,0,0,9.0,0,2,1,0,0,0,1,0,1,0
1,2,1,28.0,336.0,1,0,24.0,1,2,0,1,0,0,1,0,0,1
1,3,1,15.0,180.0,0,0,7.225,1,1,0,1,0,1,0,0,0,1
0,3,0,20.0,240.0,0,0,9.8458,0,2,1,0,0,0,1,0,1,0
0,3,0,19.0,228.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
0,3,0,27.0,324.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
1,1,1,56.0,672.0,0,1,83.1583,1,2,0,1,0,0,1,0,0,1
1,2,1,25.0,300.0,0,1,26.0,0,2,0,1,0,0,1,0,0,1
0,3,0,33.0,396.0,0,0,7.8958,0,2,1,0,0,0,1,0,1,0
0,3,1,22.0,264.0,0,0,10.5167,0,2,0,1,0,0,1,0,1,0
0,2,0,28.0,336.0,0,0,10.5,0,2,1,0,0,0,1,0,1,0
0,3,0,25.0,300.0,0,0,7.05,0,2,1,0,0,0,1,0,1,0
0,3,1,39.0,468.0,0,5,29.125,2,2,0,1,0,0,1,0,1,0
0,2,0,27.0,324.0,0,0,13.0,0,2,1,0,0,0,1,0,1,0
1,1,1,19.0,228.0,0,0,30.0,0,2,0,1,0,0,1,0,0,1
0,3,1,22.0,264.0,1,2,23.45,0,2,0,1,0,0,1,0,1,0
1,1,0,26.0,312.0,0,0,30.0,1,2,1,0,0,0,1,0,0,1
0,3,0,32.0,384.0,0,0,7.75,2,2,1,0,0,0,1,0,1,0
